,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6220,"que cela fait , si je te la donne ?",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6221,"cela fait , si je te la donne ? —",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6236,"serait un cadeau , et je ne dois rien recevoir",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6242,ne dois rien recevoir que je ne l' aie gagné,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6249,l' aie gagné . — Tu es un drôle de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6251,gagné . — Tu es un drôle de garçon !,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6257,drôle de garçon ! Puisque tu ne veux pas de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6264,"veux pas de cadeau , je prends tes quarante sous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6266,"de cadeau , je prends tes quarante sous comme à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6273,sous comme à compte ; tu me redevras trois francs,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6274,"comme à compte ; tu me redevras trois francs ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6280,"redevras trois francs , que tu m' apporteras quand tu",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6281,"trois francs , que tu m' apporteras quand tu les",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6284,que tu m' apporteras quand tu les auras . —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6289,"tu les auras . — Vous êtes trop bonne ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6294,"Vous êtes trop bonne , madame ; mais cela ne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6314,poupée qui fait envie à ma sœur . — Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6318,à ma sœur . — Elle n' est pas dégoûtée,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6324,"n' est pas dégoûtée , mademoiselle ta sœur . Tu",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6325,"est pas dégoûtée , mademoiselle ta sœur . Tu crois",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6328,", mademoiselle ta sœur . Tu crois qu' elle ne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6331,sœur . Tu crois qu' elle ne se contenterait pas,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6346,"— Oh ! non , madame ; Rose veut ce",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6348,"! non , madame ; Rose veut ce qu' elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6352,; Rose veut ce qu' elle veut . — Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6356,qu' elle veut . — Elle n' est pas raisonnable,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6366,"alors ? — Si , elle est très raisonnable ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6371,elle est très raisonnable ; elle se passe des choses,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6377,se passe des choses qu' elle ne peut pas avoir,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6384,"peut pas avoir , seulement elle n' en veut pas",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6394,"d' autres . — Et toi , es - tu",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6397,"— Et toi , es - tu comme ça ?",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6403,"tu comme ça ? — Moi , je veux aussi",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6405,"ça ? — Moi , je veux aussi ce que",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6410,je veux aussi ce que je veux . — Qu',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6429,volontés - là ? — Ma mère dit que c',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6460,bonnes choses . — Et ton père ? — Il,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6497,"mouvement perpétuel . — Et ta mère , à quoi",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6506,quoi s' occupe - t - elle ? — Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6510,t - elle ? — Elle peint des porcelaines pour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6521,"marchand ; mais , quand je serai grand , elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6525,"quand je serai grand , elle n' aura plus besoin",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6534,"besoin de travailler , et Rose non plus ne travaillera",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6543,travaillera qu' autant que ça lui fera plaisir . —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6550,plaisir . — Que comptes - tu donc faire ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6562,"cherchait le mouvement perpétuel ; je le trouverai , moi",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6566,"; je le trouverai , moi . » Une grosse",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6584,"! fit - elle , vous avez toujours votre grande",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6587,"elle , vous avez toujours votre grande poupée , mademoiselle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6591,"toujours votre grande poupée , mademoiselle Charmotte ? — Toujours",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6601,", madame , » répondit la marchande . Et ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6610,", montrant Jacques : « J' ai bien là ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6618,"là , ajouta - t - elle en souriant ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6644,"voyez , en sorte que ma belle poupée me restera",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6647,sorte que ma belle poupée me restera probablement . »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6675,"porte , se rapprocha de la marchande : « Pardon",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6681,"marchande : « Pardon , madame , vous n' auriez",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6683,"« Pardon , madame , vous n' auriez pas de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6702,"ce temps - ci , j' en ai beaucoup ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6707,j' en ai beaucoup ; mon personnel n' y suffit,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6722,"de très bonnes jambes , madame , et je connais",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6733,. Je serais heureux si vous vouliez bien m' employer,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6752,"de l' école , je te payerai tes courses .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6754,"école , je te payerai tes courses . — Oh",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6762,"— Oh ! non , madame , je ne voudrais",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6781,— Quoi donc ? — Vous disiez que la belle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6787,disiez que la belle poupée vous resterait peut - être,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6795,- être . Si elle vous restait . . .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6801,restait . . . — Je devine . Tu voudrais,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6804,. — Je devine . Tu voudrais la gagner ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6828,"autant qu' il faudra , madame ; je serais si",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6840,contenter ma sœur ! » Mlle Charmotte le regarda d',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6854,"« Marché conclu , dit - elle ; tu viendras",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6882,"Le jeudi , soit . Je t' ouvrirai un compte",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6925,"à se préparer , car je t' enverrai porter des",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6962,"ma vie ! Ah ! madame , que vous êtes",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6965,"Ah ! madame , que vous êtes bonne ! »",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6977,"empara de la main de Mlle Charmotte , la baisa",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La pauvre Satin - Bleu-234>_6980,"main de Mlle Charmotte , la baisa avec transport et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34348,la condition toutefois qu' elle en aurait grand soin .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34369,"le désordre en personne . La petite exilée , qui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34373,". La petite exilée , qui reçut d' Amélie le",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34419,ces mains - là qu' elle touchait l' élégante poupée,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34421,- là qu' elle touchait l' élégante poupée . Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34425,touchait l' élégante poupée . Elle lui donnait des baisers,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34426,l' élégante poupée . Elle lui donnait des baisers à,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34462,des Fées . Chaque matin la petite fille la prenait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34465,Chaque matin la petite fille la prenait dans l' intention,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34471,prenait dans l' intention de l' habiller ; mais jamais,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34489,"Neuf fois sur dix , la pauvre Coquette restait en",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34504,"il venait des visites , elle mourait de honte d'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34513,d' être surprise ainsi . Amélie ne l' habillait tout,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34515,surprise ainsi . Amélie ne l' habillait tout à fait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34536,"façon ! Un jour , elle avait une bottine à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34553,"espadrille ; le lendemain , elle avait des souliers et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34596,et l' autre nu . Ses chapeaux étaient toujours si,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34604,toujours si mal attachés qu' elle les perdit les uns,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34619,en fut de même de son manchon et de son,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34623,de son manchon et de son parasol . La plupart,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34630,. La plupart du temps elle était échevelée comme une,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34643,l' image de ce qu' Amélie aurait été elle -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34646,ce qu' Amélie aurait été elle - même si la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34653,même si la bonne de celle - ci n' avait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34675,à réparer la toilette de la petite fille . Bref,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34681,"petite fille . Bref , c' était une Coquette qui",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34683,". Bref , c' était une Coquette qui ne méritait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34685,", c' était une Coquette qui ne méritait guère son",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34689,Coquette qui ne méritait guère son nom . Le printemps,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34706,de campagne à Meudon . Coquette n' y fut pas,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34720,"Paris ; au contraire , son sort y fut encore",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34728,fut encore pire . Tantôt Amélie la laissait exposée au,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34729,encore pire . Tantôt Amélie la laissait exposée au soleil,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34736,"exposée au soleil , qui lui mangeait ses couleurs ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34738,"soleil , qui lui mangeait ses couleurs ; tantôt ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34744,"couleurs ; tantôt , pour la mettre à l' ombre",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34750,"mettre à l' ombre , elle la jetait sous un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34751,"à l' ombre , elle la jetait sous un banc",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34770,et venaient le long de son corps . Et que,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34781,"fois , le soir , elle fut oubliée au jardin",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34790,jardin ! que de nuits elle passa à la belle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34800,"étoile ! Les frères d' Amélie , voyant Coquette si",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34803,"frères d' Amélie , voyant Coquette si peu soignée ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34811,"soignée , n' avaient pour elle aucun respect . Tantôt",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34817,aucun respect . Tantôt ils la mettaient à califourchon sur,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34828,"branches d' arbre , et elle avait grand' peur de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34837,de tomber ; tantôt ils lui faisaient faire le moulinet,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34843,faisaient faire le moulinet en la tenant par un bras,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34852,"bras , ce qui le lui arrachait presque . Il",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34867,au petit Tintin qui ne la tourmentât ; mais lui,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34889,"voulait partager chaque chose avec elle , et , à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34899,"tout instant , il venait lui pousser contre la bouche",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34919,"du mois de juillet , Amélie laissa Coquette au jardin",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34921,"de juillet , Amélie laissa Coquette au jardin comme elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<en-1540>_34925,laissa Coquette au jardin comme elle l' avait fait tant,Female
