,text_surronding,,,,Gender
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14100,Marne . Je comptais cacher mon panier dans un buisson,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14154,"de J . . . J' hésitai longtemps , plus",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14170,une cartouche de dynamite . Je cachai tout de même,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14175,Je cachai tout de même mes victuailles . La grille,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14185,de Marthe était fermée . Je pris la clef qu',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14199,la boîte aux lettres . Je traversai le petit jardin,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14217,les marches du perron . J' ôtai encore mes bottines,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14220,perron . J' ôtai encore mes bottines avant de prendre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14241,s' évanouirait - elle en me voyant dans sa chambre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14247,voyant dans sa chambre . Je tremblai ; je ne,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14250,chambre . Je tremblai ; je ne trouvai pas le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14261,de la serrure . Enfin je tournai la clef lentement,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14273,de ne réveiller personne . Je butai dans l' antichambre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14284,le porte - parapluies . Je craignais de prendre les,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14294,sonnettes pour des commutateurs . J' allai à tâtons jusqu',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14303,"jusqu' à la chambre . Je m' arrêtai avec ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14320,Peut - être Marthe ne me pardonnerait jamais . Ou,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14327,jamais . Ou bien si j' allais tout à coup,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14335,"à coup apprendre qu' elle me trompe , et la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14347,un homme !J' ouvris . Je murmurai :— Marthe ?Elle,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14382,permission huit jours plus tôt?Elle me prenait pour Jacques !Or,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14389,"pour Jacques !Or , si je voyais de quelle façon",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14399,"elle l' eût accueilli , j' apprenais du même coup",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14406,du même coup qu' elle me cachait déjà quelque chose,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14436,simple de dire : « C' est moi » et,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14438,dire : « C' est moi » et pourtant je,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14442,est moi » et pourtant je ne le disais pas,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14448,ne le disais pas . Je l' embrassai dans le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14495,la peine de s' expliquer ma présence nocturne :— Mais,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14504,"Mais mon pauvre chéri , tu vas prendre mal !",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14510,vas prendre mal ! Déshabille - toi vite . Elle,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14531,"dans la chambre , comme je ne bougeais pas ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14540,", elle dit :— Veux - tu que je t'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14546,tu que je t' aide?Moi qui redoutais par - dessus,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14555,dessus tout le moment où je devrais me déshabiller et,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14560,je devrais me déshabiller et qui en envisageais le ridicule,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14566,"en envisageais le ridicule , je bénissais la pluie grâce",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14597,voir si l' eau de mon grog était chaude .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14604,était chaude . Enfin elle me trouva nu sur le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14620,sous l' édredon . Elle me gronda : C' était,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14646,Marthe ouvrit une armoire et me jeta un costume de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14658,« Il devait être de ma taille . » Un,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14668,costume de Jacques ! Et je pensais à l' arrivée,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14687,Marthe y avait cru . J' étais dans le lit,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14694,dans le lit . Marthe m' y rejoignit . Je,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14698,Marthe m' y rejoignit . Je lui demandai d' éteindre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14711,"même en ses bras , je me méfiais de ma",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14715,", je me méfiais de ma timidité . Les ténèbres",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14720,ma timidité . Les ténèbres me donneraient du courage .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14726,donneraient du courage . Marthe me répondit doucement :— Non,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14734,:— Non . Je veux te voir t' endormir .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14746,"parole pleine de grâce , je sentis quelque gêne .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14751,je sentis quelque gêne . J' y voyais la touchante,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14765,"qui risquait tout pour devenir ma maîtresse et , ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14772,"et , ne pouvant deviner ma timidité maladive , admettait",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14778,"timidité maladive , admettait que je m' endormisse auprès d'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14788,"elle . Depuis quatre mois je disais l' aimer ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14816,tient lieu d' amour . J' éteignis de force .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14821,J' éteignis de force . Je me retrouvai avec le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14860,"longue . Du reste , mon imagination se promettait de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14881,Pour la première fois aussi je redoutai de ressembler au,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14908,fut donc plus heureuse que moi . Mais la minute,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14925,"yeux admirables , valaient bien mon malaise . Son visage",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14934,visage s' était transfiguré . Je m' étonnai même de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14959,"tableaux religieux . Soulagé de mes craintes , il m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14963,"de mes craintes , il m' en venait d' autres",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14980,la puissance des gestes que ma timidité n' avait osés,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_14988,"avait osés jusqu' alors , je tremblais que Marthe appartînt",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15006,le prétendre . Comme il m' est impossible de comprendre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15013,impossible de comprendre ce que je goûte la première fois,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15019,"goûte la première fois , je devais connaître ces jouissances",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15037,"attendant , le faux plaisir m' apportait une vraie douleur",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15048,homme : la jalousie . J' en voulais à Marthe,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15056,"à Marthe , parce que je comprenais , à son",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15074,liens de la chair . Je maudissais l' homme qui,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15081,l' homme qui avait avant moi éveillé son corps .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15086,moi éveillé son corps . Je considérai ma sottise d',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15088,son corps . Je considérai ma sottise d' avoir vu,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15125,presque aussi criminel que si j' eusse tué . Je,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15129,si j' eusse tué . Je devais à la guerre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15134,Je devais à la guerre mon bonheur naissant ; j',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15138,guerre mon bonheur naissant ; j' en attendais l' apothéose,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15144,en attendais l' apothéose . J' espérais qu' elle servirait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15149,J' espérais qu' elle servirait ma haine comme un anonyme,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15174,faute du bonheur . Marthe me reproche de n' avoir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15189,"« Mais alors , serais - je dans ce lit",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15196,dans ce lit choisi par moi ? Elle vivrait chez,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15221,"Jacques , mais elle ne m' appartiendrait pas . Sans",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15244,"encore , espérant mieux . Je ne hais pas Jacques",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15250,ne hais pas Jacques . Je hais la certitude de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15265,que nous trompons . Mais j' aime trop Marthe pour,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15301,"à personne , qu' à moi , ce serait me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15305,"à moi , ce serait me l' enlever , puisqu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15337,"savons , Marthe a beau me jurer qu' elle quittera",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15346,"quittera tout , qu' elle me suivra , je ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15349,"qu' elle me suivra , je ne suis pas d'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15371,"la place de Marthe , je n' imagine pas cette",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15380,cette folle rupture . Marthe m' explique pourquoi elle se,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15401,"fera encore que commencer pour moi , des femmes m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15405,"pour moi , des femmes m' aimeront , qui auront",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15430,"t - elle . Si tu me quittes , j'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15439,"j' en mourrai . Si tu restes , ce sera",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15451,", et je souffrirai de te voir sacrifier ton bonheur",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15454,souffrirai de te voir sacrifier ton bonheur . »Malgré mon,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15458,"sacrifier ton bonheur . »Malgré mon indignation , je m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15461,". »Malgré mon indignation , je m' en voulais de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15484,"à l' être , et mes plus mauvaises raisons lui",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15510,. Je sens bien que tu ne mens pas .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15516,"ne mens pas . » Moi , devant les craintes",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15524,"les craintes de Marthe , je sentais ma confiance moins",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15526,"de Marthe , je sentais ma confiance moins solide .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15532,confiance moins solide . Alors mes consolations étaient molles .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15537,mes consolations étaient molles . J' avais l' air de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15549,détromper que par politesse . Je lui disais : «,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15566,es folle . » Hélas! j' étais trop sensible à,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15578,pour ne pas envisager que je me détacherais de Marthe,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15601,la mienne . Bien que mon amour me parût avoir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15603,. Bien que mon amour me parût avoir atteint sa,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15675,chanté toute la nuit . Je m' aperçus de ce,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15697,n' était pas extraordinaire . Mon âge ignorait l' insomnie,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15732,comprendre la force avec laquelle je la serrai contre moi,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15736,"laquelle je la serrai contre moi , car sa surprise",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15741,"moi , car sa surprise me donnait la preuve qu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15758,nuit blanche avec Jacques . Mes transes me faisaient prendre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15760,avec Jacques . Mes transes me faisaient prendre notre amour,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15809,qu' ils innovent . Disais - je à Marthe (,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15827,pour lui faire penser que je partageais ses inquiétudes :,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15833,"partageais ses inquiétudes : « Tu me délaisseras , d'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15840,"délaisseras , d' autres hommes te plairont » , elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15845,"te plairont » , elle m' affirmait être sûre d'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15852,"être sûre d' elle . Moi , de mon côté",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15855,"elle . Moi , de mon côté , je me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15858,", de mon côté , je me persuadais peu à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15865,"persuadais peu à peu que je lui resterais , même",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15876,"elle serait moins jeune , ma paresse finissant par faire",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15899,"dans notre nudité . A mon réveil , la voyant",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15906,", la voyant découverte , je craignis qu' elle n'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15914,elle n' eût froid . Je tâtai son corps .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15926,brûlant . La voir dormir me procurait une volupté sans,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15941,"dix minutes , cette volupté me parut insupportable . J'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15945,volupté me parut insupportable . J' embrassai Marthe sur l',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_15985,"se frottant les yeux , me couvrit de baisers ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16025,"qui était vrai , et me retrouvait au réveil .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16047,nous entendîmes la sonnette . Je pensai à Jacques :,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16061,ait une arme . » Moi qui avais si peur,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16062,une arme . » Moi qui avais si peur de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16070,"peur de la mort , je ne tremblais pas .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16078,"pas . Au contraire , j' aurais accepté que ce",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16096,tuât . Toute autre solution me semblait ridicule . Envisager,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16174,ensemble ou mourir ensemble . Je n' eus pas le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16200,"tuerait que Marthe , ou moi , je mesurai mon",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16202,"Marthe , ou moi , je mesurai mon égoïsme .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16204,"ou moi , je mesurai mon égoïsme . Savais -",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16208,"mesurai mon égoïsme . Savais - je même , de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16228,"Marthe ne bougeait pas , je crus m' être trompé",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16271,doit être ma mère . J' avais complètement oublié qu',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16282,passerait après la messe . J' étais heureux d' être,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16314,"un rendez - vous , je les vois morts .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16328,"angoisse à sa mère , je savourais sa crainte ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16338,et que ce fût par ma faute qu' elle l',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16384,regarda derrière les volets et me dit : « C',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16394,était bien elle . » Je ne . pus résister,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16404,"au plaisir de voir , moi aussi , Mme Grangier",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16441,. Maintenant qu' il ne me restait plus rien à,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16448,"plus rien à désirer , je me sentais devenir injuste",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16454,me sentais devenir injuste . Je m' affectais de ce,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16470,"à sa mère , et ma mauvaise foi lui reprochait",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16506,"par le même démon , je lui fis encore le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16513,fis encore le reproche de m' avoir caché l' arrivée,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16524,son mari . Jusqu' alors j' avais maté mon despotisme,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16527,"Jusqu' alors j' avais maté mon despotisme , ne me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16531,"maté mon despotisme , ne me sentant pas le droit",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16541,de régner sur Marthe . Ma dureté avait des accalmies,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<m'-519>_16547,dureté avait des accalmies . Je gémissais : « Bientôt,,,,Male
