,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148416,"que le vôtre ? Si vous vous y opposez ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148452,"de Lucien à propos d' un pauvre diable , le",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148459,"diable , le plastron de son journal . Le baron",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148462,plastron de son journal . Le baron Châtelet a la,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148493,"comtesse de Montcornet s' intéressent au Héron , et j'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien et son-8435>_148575,articles sur la Seiche et le Héron . J' irai,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43575,demeurer avec votre fille et Lucien à Angoulême . Les,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43650,heure du matin sonna quand Lucien reconduisit son futur beau,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43652,matin sonna quand Lucien reconduisit son futur beau - frère,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43722,plastron de son journal . Le baron Châtelet a la,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43725,"voyant revenir Lucien , que vous arrive - t -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43734,- il donc ? Auriez - vous besoin de moi,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43773,main de ma sœur à David Séchard . Pour toute,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43803,"de rentrer à Angoulême , David prit la route de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43810,la route de Marsac . Il alla tout en se,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43817,"tout en se promenant chez son père , et arriva",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43821,"chez son père , et arriva le long du clos",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43839,le soleil se levait . L' amoureux aperçut sous un,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43863,"haie . – Bonjour , mon père , lui dit",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43866,"Bonjour , mon père , lui dit David . –",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43868,"mon père , lui dit David . – Tiens ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43875,"– Tiens , c' est toi , mon garçon ?",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43883,garçon ? par quel hasard te trouves - tu sur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43885,par quel hasard te trouves - tu sur la route,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43927,un cep de gelé ! Il y aura plus de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43947,"comme c' est fumé !– Mon père , je viens",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43969,comment vont nos presses ? tu dois gagner de l',Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43977,de l' argent gros comme toi ?– J' en gagnerai,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43979,"argent gros comme toi ?– J' en gagnerai , mon",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43983,"?– J' en gagnerai , mon père , mais pour",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43990,", mais pour le moment je ne suis pas riche",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_43998,pas riche . – Ils me blâment tous ici de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44008,"fumer à mort , répondit le père . Les bourgeois",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44034,ci et ça prétendent que j' ôte de la qualité,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44091,"dans les bonnes années . Moi , j' en récolte",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44093,"bonnes années . Moi , j' en récolte vingt pièces",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44126,"est - ce que ça me fait , la qualité",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44147,"messieurs les marquis ! pour moi , la qualité ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44157,c' est les écus . Tu dis ? … –,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44162,"Tu dis ? … – Mon père , je me",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44165,"… – Mon père , je me marie , je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44169,", je me marie , je viens vous demander …",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44175,viens vous demander … – Me demander ? Quoi !,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44184,"! rien du tout , mon garçon . Marie -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44191,". Marie - toi , j' y consens ; mais",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44202,"te donner quelque chose , je me trouve sans un",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44211,un sou . Les façons m' ont ruiné ! Depuis,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44219,"! Depuis deux ans , j' avance des façons ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44268,", eh ! bien , mes gredins de poinçons valent",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44284,pour le tonnelier . Pourquoi te marier avant les vendanges,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44291,"avant les vendanges … – Mon père , je ne",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44294,"… – Mon père , je ne viens vous demander",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44317,"À l' encontre de qui te maries - tu ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44319,"encontre de qui te maries - tu , sans curiosité",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44325,"tu , sans curiosité ?– J' épouse mademoiselle Ève Chardon",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44365,de l' Houmeau . – Tu épouses une fille de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44373,"fille de l' Houmeau , toi , un bourgeois !",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44375,"l' Houmeau , toi , un bourgeois ! toi ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44378,"toi , un bourgeois ! toi , l' imprimeur du",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44380,"un bourgeois ! toi , l' imprimeur du roi à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44396,l' éducation ! Mettez donc vos enfants au collége !,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44431,air câlin  car si tu épouses une fille de,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44451,des cent ! Bon ! tu me payeras mes loyers,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44458,"payeras mes loyers . Sais - tu , mon garçon",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44524,les affaires  mais je te les remets . Hé,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44545,elle a ce qu' avait ma mère . Le vieux,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44589,rien !– La fortune de ma mère était son intelligence,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44607,"marché avec ça , et tu verras ce qu' on",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44612,tu verras ce qu' on te donnera dessus ! Nom,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44634,"enfants ! David , quand je me suis marié ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44639,"je me suis marié , j' avais sur la tête",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44652,"papier pour toute fortune et mes deux bras , j'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44656,"et mes deux bras , j' étais un pauvre Ours",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44668,"avec la belle imprimerie que je t' ai donnée ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44669,"la belle imprimerie que je t' ai donnée , avec",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44674,"t' ai donnée , avec ton industrie et tes connaissances",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44677,", avec ton industrie et tes connaissances , tu dois",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44680,"industrie et tes connaissances , tu dois épouser une bourgeoise",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44700,"quarante mille francs . Laisse ta passion , et je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44704,"Laisse ta passion , et je te marierai , moi",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44705,"ta passion , et je te marierai , moi !",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44708,"et je te marierai , moi ! Nous avons à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44738,bien au soleil  voilà ton affaire . Tu peux,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44741, voilà ton affaire . Tu peux réunir ses biens,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44766,"nous aurions , et comme je le gouvernerais ! On",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44784,", son premier garçon , tu vaux encore mieux que",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44791,"encore mieux que lui ! Je mènerais le moulin ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44807,"bras à Angoulême . – Mon père , je suis",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44810,". – Mon père , je suis engagé … –",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44815,"je suis engagé … – David , tu n' entends",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44817,"engagé … – David , tu n' entends rien au",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44824,"entends rien au commerce , je te vois ruiné .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44825,"rien au commerce , je te vois ruiné . Oui",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44832,"ruiné . Oui , si tu te maries avec cette",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44842,"fille de l' Houmeau , je me mettrai en règle",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44853,"- à - vis de toi , je t' assignerai",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44855,"- vis de toi , je t' assignerai pour me",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44856,"vis de toi , je t' assignerai pour me payer",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44859,", je t' assignerai pour me payer mes loyers ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44861,"t' assignerai pour me payer mes loyers , car je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44865,"payer mes loyers , car je ne prévois rien de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44874,de bon . Ah ! mes pauvres presses ! mes,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44878,! mes pauvres presses ! mes presses ! il vous,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44908,une bonne année qui puisse me consoler de cela .,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44914,"consoler de cela . – Mon père , il me",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44918,"– Mon père , il me semble que jusqu' à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44924,semble que jusqu' à présent je vous ai causé peu,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44942,"payé de loyers , répondit le vigneron . – Je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44946,"répondit le vigneron . – Je venais vous demander ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44948,"vigneron . – Je venais vous demander , outre votre",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44952,"venais vous demander , outre votre consentement à mon mariage",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44955,", outre votre consentement à mon mariage , de me",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44959,"à mon mariage , de me faire élever le second",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44966,élever le second étage de votre maison et de construire,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44981,"de l' appentis . – Bernique , je n' ai",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44983,"appentis . – Bernique , je n' ai pas le",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_44990,"ai pas le sou , tu le sais bien .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45015,est - ce que ça me rapporterait ? Ah !,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45020,me rapporterait ? Ah ! tu te lèves dès le,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45028,dès le matin pour venir me demander des constructions à,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45039,"un roi . Quoiqu' on t' ait nommé David ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45044,"t' ait nommé David , je n' ai pas les",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45054,trésors de Salomon . Mais tu es fou ? On,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45059,tu es fou ? On m' a changé mon enfant,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45062,? On m' a changé mon enfant en nourrice .,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45080,aura du raisin ! dit - il en s' interrompant,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45090,pour montrer un cep à David . Voilà des enfants,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45113,", ils vous rapportent . Moi , je t' ai",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45115,"vous rapportent . Moi , je t' ai mis au",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45116,"rapportent . Moi , je t' ai mis au lycée",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45122,"ai mis au lycée , j' ai payé des sommes",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45131,"sommes énormes pour faire de toi un savant , tu",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45135,"de toi un savant , tu vas étudier chez les",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45148,toutes ces frimes aboutissent à me donner pour bru une,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45165,sou de dot ! Si tu n' avais pas étudié,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45172,"avais pas étudié , que tu fusses resté sous mes",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45176,"que tu fusses resté sous mes yeux , tu te",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45179,"resté sous mes yeux , tu te serais conduit à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45184,"tu te serais conduit à ma fantaisie , et tu",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45188,"à ma fantaisie , et tu te marierais aujourd' hui",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45208,le moulin . Ah ! ton esprit te sert à,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45210,. Ah ! ton esprit te sert à croire que,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45215,te sert à croire que je te récompenserai de ce,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45216,sert à croire que je te récompenserai de ce beau,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45224,"ce beau sentiment , en te faisant construire des palais",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45249,"ans , la maison où tu es n' a logé",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45260,"des cochons , et que ta fille de l' Houmeau",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45286,"?– Eh ! bien , mon père , je construirai",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45289,"bien , mon père , je construirai le second étage",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45295,"construirai le second étage à mes frais , ce sera",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45304,sera le fils qui enrichira le père . Quoique ce,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45322,"quelquefois . – Comment , mon gars , tu as",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45325,"Comment , mon gars , tu as de l' argent",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45334,"argent pour bâtir , et tu n' en as pas",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45341,"en as pas pour payer tes loyers ? Finaud ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45346,"tes loyers ? Finaud , tu ruses avec ton père",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45349,"Finaud , tu ruses avec ton père !La question ainsi",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45361,"difficile à résoudre , car le bonhomme était enchanté de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-2436>_45367,bonhomme était enchanté de mettre son fils dans une position,Male,
